id,name,price,original_price,discount_percentage,shop_name,shop_city,price_clean,ram_gb,storage_gb,storage_type,cpu_brand,cpu_model,cpu_series
102588587988,"Laptop LENOVO IdeaPad 5 2in1 14 Touch Ryzen AI 7 350 16GB 1TB W11+OHS 14"" FHD IPS Laptop Convertible Laptop 2IN1",12339000,Rp16.999.000,27.41,royalltech,Jakarta Utara,12339000,16.0,1024.0,ssd,AMD,Ryzen 7,Ryzen 7
15661585455,Laptop ASUS VIVOBOOK X1404VA I5 1334 16GB 512GB W11 14.0FHD IPS BLU,7839000,,100.0,LEGEND.ELTRO.ID,Tangerang Selatan,7839000,16.0,512.0,ssd,Intel,I5-1334,I5
102285739635,Laptop LENOVO IDEAPAD SLIM 3 14 I5 13420H 16GB 512GB W11+OHS+M365B 14.0WUXGA IPS 2Y PREM+2ADP,8219000,,100.0,LEGEND.ELTRO.ID,Tangerang Selatan,8219000,16.0,512.0,ssd,Intel,I5-13420H,I5
9311349346,Laptop asus vivobook Go 14 Ryzen 3 7320U 8GB 512GB W11+OHS,5649000,,100.0,ROYAL COM,Jakarta Selatan,5649000,8.0,512.0,ssd,AMD,Ryzen 3 7320U,Ryzen 3
16371518164,LAPTOP ASUS GAMING V16 V3607VJ-I535B8T-HM CORE 5-210H 16/512GB/RTX3050,11999000,,100.0,GGSTORESBY,Surabaya,11999000,12.0,512.0,ssd,Intel,i5-Gen12,I5
102413696440,Laptop HP OMEN TRANSCEND 14 OLED ULTRA 7 155H RTX4060 8GB/ 16GB 1TB W11 14.0 2.8K 120HZ,19789000,,100.0,LEGEND.ELTRO.ID,Tangerang Selatan,19789000,8.0,1024.0,ssd,Intel,i7-Gen12,I7
102285954339,Laptop LENOVO IDEAPAD SLIM 3 14 I3 1315 8GB 512GB W11+OHS+M365B 14.0FHD BLIT 2Y PREM+2ADP,6039000,,100.0,LEGEND.ELTRO.ID,Tangerang Selatan,6039000,8.0,512.0,ssd,Intel,I3-1315,I3
16691244292,LAPTOP ASUS VIVOBOOK GO 14 E1404FA VIPS5152M VIPS5153M : AMD R5-7520U 16GB 512GB VIPS WIN 11+OHS+M365,7899000,,100.0,mdpsuperstore,Palembang,7899000,16.0,512.0,ssd,AMD,Ryzen 5,Ryzen 5
16209865986,Laptop Hp Omen 16 I7 14650HX RTX4060 8GB/ 32GB 1TB Windows11 16.1FHD IPS 144HZ,18749000,,100.0,Optima Tech,Bekasi,18749000,8.0,1024.0,ssd,Intel,I7-14650HX,I7
102405505399,Laptop Asus ROG STRIX G18 G814JVR I9 14900HX RTX4060 8GB/ 32GB 1TB W11 18QHD 240HZ,25689000,,100.0,LEGEND.ELTRO.ID,Tangerang Selatan,25689000,8.0,1024.0,ssd,Intel,I9-14900HX,I9
16550733975,Laptop ASUS ZENBOOK 14 OLED TOUCH UX3405CA ULTRA 5 225H 16GB 1TB W11+OHS 14.0 2K EV0 BLU-SLV,15869000,,100.0,LEGEND.ELTRO.ID,Tangerang Selatan,15869000,16.0,1024.0,ssd,Intel,i7-Gen12,I7
102309223254,Laptop ASUS VIVOBOOK GO 14 E410KA N4500 8GB 512GB W11+OHS+M365B 14.0FHD BLIT BLU-BLK,4579000,,100.0,LEGEND.ELTRO.ID,Tangerang Selatan,4579000,8.0,512.0,hdd,Intel,N4500,N4500
102222338848,Laptop LENOVO V14 G4 RYZEN 5 7520 16GB 512GB W11+OHS 14.0FHD IPS 2Y GRY,7589000,,100.0,LEGEND.ELTRO.ID,Tangerang Selatan,7589000,16.0,512.0,ssd,AMD,Ryzen 5 7520,Ryzen 5
102562066997,Laptop HP 250 G8 I3 1115G4 8GB 256GB W11 15.6 FHD,5149000,,100.0,Optima Tech,Bekasi,5149000,8.0,256.0,ssd,Intel,I3-1115G,I3
15252396851,Laptop MSI MODERN 14 I3 1315 8GB 512GB W11 14.0FHD BLIT IPS 2Y BLK,5889000,,100.0,LEGEND.ELTRO.ID,Tangerang Selatan,5889000,8.0,512.0,ssd,Intel,I3-1315,I3
16417514589,Laptop ASUS VIVOBOOK S14 M3407HA RYZEN 7 260 16GB 1TB W11+OHS+M365B 14.0WUXGA SLV-GRY,12789000,,100.0,LEGEND.ELTRO.ID,Tangerang Selatan,12789000,16.0,1024.0,ssd,AMD,Ryzen 7,Ryzen 7
14571135663,Laptop Lenovo Yoga Slim 7 14Q8X9-10ID Snapdragon X Elite/32GB/1TB/W11+OHS,19649000,Rp19.999.000,1.75,GGSTORESBY,Surabaya,19649000,32.0,1024.0,ssd,Intel,i7-Gen12,I7
16667363145,Laptop Lenovo Ideapad 5 2IN1 14 TOUCH RYZEN AI 7 350 16GB 1TB W11 14.0FHD IPS BLU,12389000,,100.0,LEGEND.ELTRO.ID,Tangerang Selatan,12389000,16.0,1024.0,ssd,AMD,Ryzen 7,Ryzen 7
102286049374,Laptop LENOVO IDEAPAD SLIM 1 14 N4020 8GB 256GB/512GB W11+OHS 14.0 2Y PREM GRY/GOLD,4639000,,100.0,LEGEND.ELTRO.ID,Tangerang Selatan,4639000,8.0,256.0,hdd,Intel,N4020,N4020
102452416604,Laptop Acer Aspire Lite 14 AL14 N150 8GB 512GB W11+OHS+M365B 14.0WUXGA PINK / BLUE / SILVER,4909000,,100.0,LEGEND.ELTRO.ID,Tangerang Selatan,4909000,8.0,512.0,hdd,Intel,N150,N150
13738885141,Laptop msi modern 14 intel i5 gen 12 16gb 512gb 14.0 full hd,7929000,,100.0,ROYAL COM,Jakarta Selatan,7929000,16.0,512.0,ssd,Intel,i5-Gen11,I5
15495084631,"Laptop IBOX APPLE MACBOOK AIR 13 M1 8C CPU 8GB 256GB 7C GPU OS X 13.3""",11399000,,100.0,Optima Tech,Bekasi,11399000,8.0,256.0,ssd,Apple,M1,M1
102426636453,Laptop MSI CROSSHAIR A16 HX RYZEN 9 7945HX RTX5060 8GB/ 16GB 512GB W11+OHS 16.0QHD+ 240HZ 100DCIP3 24ZRGB 2Y+ADP GRY,22389000,,100.0,LEGEND.ELTRO.ID,Tangerang Selatan,22389000,8.0,512.0,ssd,AMD,Ryzen 9 7945HX,Ryzen 9
102496730315,Laptop Lenovo Slim 7 AURA EDITION 14 OLED TOUCH ULTRA 7 258V 32GB 1TB W11 14.0FHD IPS 2.8K,16339000,,100.0,LEGEND.ELTRO.ID,Tangerang Selatan,16339000,32.0,1024.0,ssd,Intel,i7-Gen12,I7
102575806955,Laptop ACER NITRO V 15 I9 13900H RTX4060 8GB/ 32GB 1TB W11+OHS 15.6FHD 144HZ IPS BLIT 2Y+ADP BLK,16989000,,100.0,LEGEND.ELTRO.ID,Tangerang Selatan,16989000,8.0,1024.0,ssd,Intel,I9-13900H,I9
102247320246,"LAPTOP ASUS VivoBook GO 14 E1404FA-FHD351/352 : AMD RYZEN 3-7320U/ 8GB/ 512GB/ 14"" FHD/ WIN 11 OHS21 GARANSI RESMI",6199000,,100.0,mdpsuperstore,Palembang,6199000,8.0,512.0,ssd,AMD,Ryzen 5,Ryzen 5
15947374109,"LAPTOP LENOVO IDEAPAD SLIM 3 -14ABR8 (82XL006HID) : AMD R7-7730U,16GB,512GB,14 INCH,WIN 11 HOME+OHS 2021",9999000,,100.0,mdpsuperstore,Palembang,9999000,16.0,512.0,ssd,AMD,Ryzen 5,Ryzen 5
16440948647,"Laptop HP 14 Core I3 100U 8GB 512GB Windows 11 14."" Full HD",5799000,,100.0,Naruto Ambas,Jakarta Pusat,5799000,8.0,512.0,ssd,Intel,i3-Gen11,I3
15185986567,Laptop HP 14 N4500 8GB 512GB Windows 11 + OHS 14.0 Inch Full HD,4929000,,100.0,Naruto Ambas,Jakarta Pusat,4929000,8.0,512.0,hdd,Intel,N4500,N4500
100671736749,ACER Laptop Aspire Lite 14 Intel I7 12650H 16GB 1TB Windows 11 + OHS 14.0 WUXGA IPS Garansi 2 Tahun,10999000,,100.0,LAPTOP PROJECT ID,Tangerang Selatan,10999000,16.0,1024.0,ssd,Intel,I7-12650H,I7
15886616260,"Laptop HP Pavilion Plus 14 OLED Ryzen 7 8845HS 16GB 1TB Win11+OHS 14"" 2.8K Garansi 2 Tahun",14499000,,100.0,LAPTOP PROJECT ID,Tangerang Selatan,14499000,16.0,1024.0,ssd,AMD,Ryzen 7 8845HS,Ryzen 7
102239956282,Laptop HP 14 CORE I3 100U 8GB 512GB W11PRO 14.0FHD,5799000,,100.0,MUSAFIR TECH,Jakarta Selatan,5799000,8.0,512.0,ssd,Intel,i3-Gen11,I3
102023345387,LAPTOP LENOVO IDEAPAD FLEX 5 14 TOUCH RYZEN 5 5625 16GB 512GB W11+OHS+M365B 14.0WUXGA PEN 2Y+ADP GARANSI RESMI,10449000,,100.0,Jack Store Jakarta_NEW,Jakarta Timur,10449000,16.0,512.0,ssd,AMD,Ryzen 5 5625,Ryzen 5
102438953609,"Laptop LENOVO Legion Pro 5I 16 Oled RTX5070 8GB Ultra 7 255HX 32GB 1TB Windows 11 + OHS + M365B 16.0"" Wqxga 165Hz",33599000,,100.0,Agres ID Jakarta Selatan,Jakarta Selatan,33599000,8.0,1024.0,ssd,Intel,i9-Gen13,I9
102214903586,"Laptop LENOVO Loq 15 RTX3050 6GB I5 13450HX 16GB 512GB Windows 11 + OHS + M365B 15.6"" Full HD 144Hz 100Srgb",13149000,,100.0,Agres ID Jakarta Selatan,Jakarta Selatan,13149000,6.0,512.0,ssd,Intel,I5-13450HX,I5
102215158581,"Laptop LENOVO Loq 15 RTX4050 6GB I7 13650HX 12GB 512GB Windows 11 + OHS + M365B 15.6"" Full HD 144Hz",15699000,,100.0,Agres ID Jakarta Selatan,Jakarta Selatan,15699000,6.0,512.0,ssd,Intel,I7-13650HX,I7
102350009737,"Laptop ASUS ExpertBook P1403CVA I7 13620H 16GB 512GB Windows 11 + OHS + O365B 14.0"" Full HD",11249000,,100.0,Agres ID Jakarta Selatan,Jakarta Selatan,11249000,16.0,512.0,ssd,Intel,I7-13620H,I7
102218325886,"Laptop MSI Katana 15 HX  RTX5060 8GB I7 14650HX 16GB 512GB Windows 11 + OHS 15.6"" Quad HD 165Hz",19999000,,100.0,Agres ID Jakarta Selatan,Jakarta Selatan,19999000,8.0,512.0,ssd,Intel,I7-14650HX,I7
102255434061,"Laptop HP 14 Ryzen 3 7320 8GB 512GB Windows 11 + OHS + M365B 14.0"" Full HD Ips",5539000,,100.0,Agres ID Jakarta Selatan,Jakarta Selatan,5539000,8.0,512.0,ssd,AMD,Ryzen 3 7320,Ryzen 3
10418816792,LAPTOP MSI MODERN 14 I3 1115G4 8GB 512GB FHD IPS WINDOWS 11 100%SRGB,7299000,,100.0,SKYTECH STORE ID,Jakarta Pusat,7299000,8.0,512.0,ssd,Intel,I3-1115G,I3
102346522226,"Laptop ASUS ExpertBook P1403CVA I3 1315 16GB 512GB Windows 11 + OHS 14.0"" Full HD",6650000,,100.0,Agres ID Jakarta Selatan,Jakarta Selatan,6650000,16.0,512.0,ssd,Intel,I3-1315,I3
102222156083,"Laptop ASUS Tuf F16 Fx608jpr RTX5070 8GB I7 14650HX  32GB 1TB Windows 11 + OHS + M365B 16.0"" 2.5K 165Hz",27649000,,100.0,Agres ID Jakarta Selatan,Jakarta Selatan,27649000,8.0,1024.0,ssd,Intel,I7-14650HX,I7
102326362286,"Laptop HP Pavilion Aero 13 Ryzen 5 8640 16GB 512GB Windows 11 + OHS 13.3"" Wuxga Ips",11849000,,100.0,Agres ID Jakarta Selatan,Jakarta Selatan,11849000,16.0,512.0,ssd,AMD,Ryzen 5 8640,Ryzen 5
102331436202,"Laptop HP Envy X360 14 Oled Ultra 7 155U 16GB 1TB Windows 11 + OHS 14.0"" 2.8K 120Hz",17999000,,100.0,Agres ID Jakarta Selatan,Jakarta Selatan,17999000,16.0,1024.0,ssd,Intel,i7-Gen12,I7
102222468816,"Laptop ASUS Vivobook Go 14 E1404fa Ryzen 5 7520 16GB 512GB Windows 11 + OHS + M365B 14.0"" Full HD Vips",7239000,,100.0,Agres ID Jakarta Selatan,Jakarta Selatan,7239000,16.0,512.0,ssd,AMD,Ryzen 5 7520,Ryzen 5
102214975383,"Laptop LENOVO Loq 15 RTX5050 8GB I5 13450HX 12GB 512GB Windows 11 + OHS + M365B 15.6"" Full HD 144Hz 100Srgb",16374000,,100.0,Agres ID Jakarta Selatan,Jakarta Selatan,16374000,8.0,512.0,ssd,Intel,I5-13450HX,I5
102222417145,"Laptop ASUS Vivobook Go 14 E1404fa Ryzen 3 7320 8GB 512GB Windows 11 + OHS + M365B 14.0"" Full HD",5639000,,100.0,Agres ID Jakarta Selatan,Jakarta Selatan,5639000,8.0,512.0,ssd,AMD,Ryzen 3 7320,Ryzen 3
102335801450,"Laptop HP Victus 15 RTX5060 8GB Ryzen AI 5 340 16GB 1TB Windows 11 + OHS + M365B 15.6"" Full HD 144Hz",19099000,,100.0,Agres ID Jakarta Selatan,Jakarta Selatan,19099000,8.0,1024.0,ssd,AMD,Ryzen 7,Ryzen 7
102226857927,"Laptop ACER Predator Helios Neo 16  RTX4050 6GB I7 14700HX 16GB 512GB Windows 11 + OHS 16.0"" WUXGA 180Hz",18499000,,100.0,Agres ID Jakarta Selatan,Jakarta Selatan,18499000,6.0,512.0,ssd,Intel,I7-14700HX,I7
102346139315,"Laptop HP Omen 16 RTX5060 8GB Ryzen AI 7 350 16GB 1TB Windows 11 + OHS +M 365B 16.0"" Wuxga 165Hz 100Srgb",23199000,,100.0,Agres ID Jakarta Selatan,Jakarta Selatan,23199000,8.0,1024.0,ssd,AMD,Ryzen 9,Ryzen 9
15849509898,LAPTOP ASUS - PROMO O2O (KHUSUS OFFLINE),20200000,,100.0,KING Laptop,Jakarta Pusat,20200000,16.0,1024.0,ssd,Intel,i7-Gen13,I7
15849513102,LAPTOP ACER - PROMO O2O (KHUSUS OFFLINE),5750000,,100.0,KING Laptop,Jakarta Pusat,5750000,8.0,256.0,ssd,Intel,i3-Gen11,I3
15849495777,LAPTOP LENOVO - PROMO O2O (KHUSUS OFFLINE),10000000,,100.0,KING Laptop,Jakarta Pusat,10000000,8.0,512.0,ssd,Intel,i5-Gen12,I5
15849507678,LAPTOP HP - PROMO O2O (KHUSUS OFFLINE),14800000,,100.0,KING Laptop,Jakarta Pusat,14800000,8.0,512.0,ssd,Intel,i5-Gen12,I5
15823597875,Lenovo V14 G4 IRU Intel Core i5-13420H/8GB/512GB/Win11 Home/OHS - Laptop,9090000,,100.0,JnJ Online,Jakarta Pusat,9090000,8.0,512.0,ssd,Intel,I5-13420H,I5
100828172038,Laptop Kecil Ringan ASUS E210KA N4500 8GB 128GB W11+OHS+M365B 11.6,3769000,,100.0,Eleven Laptop,Jakarta Selatan,3769000,8.0,128.0,hdd,Intel,N4500,N4500
100722613016,Laptop Murah HP 14 N4500 4GB 512GB W11+OHS 14.0FHD BLIT 2Y SLV,4725000,,100.0,Eleven Laptop,Jakarta Selatan,4725000,4.0,512.0,hdd,Intel,N4500,N4500
14736947424,"Laptop HP ENVY x360 14-fc0555TU - 14"" 2.8K OLED-TS /ULTRA 5-125H/16GB LPDDR5X-ONB/512GB 4x4/INTEL ARC/EVO/W11HM+OHS 2021/2Y+ADP/SILVER/+STYLUS",16199000,,100.0,Level99id - HP Authorized,Surabaya,16199000,16.0,512.0,ssd,Intel,i7-Gen12,I7
12563689738,Laptop MSI MODERN 14 I3 1315 8GB 512GB W11 14.0FHD BLIT IPS 2Y Black,5849000,,100.0,AKAKIDA NOTEBOOK,Jakarta Pusat,5849000,8.0,512.0,ssd,Intel,I3-1315,I3
16624205015,"Laptop HP 14 EP0269TU Intel Core i3 1315U 4GB 512GB 14"" FHD W11+OHS",6399000,,100.0,Starcomp Semarang,Semarang,6399000,4.0,512.0,ssd,Intel,I3-1315U,I3
16690655166,"Laptop Lenovo LOQ 15 15IRX9 6NID Intel Core i5 13450HX 12GB 512GB RTX3050 6GB 15.6"" FHD IPS W11+OHS24+M365",12990000,,100.0,Starcomp Semarang,Semarang,12990000,12.0,512.0,ssd,Intel,I5-13450HX,I5
100830829856,"Laptop Lenovo IdeaPad 5 2in1 14AKP10 3MID AMD Ryzen AI 7 350 16GB 512GB 14"" WUXGA OLED W11+OHS24+M365",14799000,,100.0,Starcomp Semarang,Semarang,14799000,16.0,512.0,ssd,AMD,Ryzen 7,Ryzen 7
1699285606,HP LAPTOP 240-G8 [365K6PA] i5-1035G1 8GB 256GB R620 2GB W10 HOME,11999000,,100.0,Global Persada System,Jakarta Pusat,11999000,8.0,256.0,ssd,Intel,I5-1035G,I5
102505156523,LAPTOP HP 245 G10 RYZEN 3 7320 8GB 256GB W11 14.FHD,5299000,,100.0,TRUEGAMER ID,Tangerang Selatan,5299000,8.0,256.0,ssd,AMD,Ryzen 3 7320,Ryzen 3
11629022776,LAPTOP LENOVO V14 G4 RYZEN 5 7520 16GB 512GB W11+OHS 14.0FHD,7599000,,100.0,NandaComps,Jakarta Pusat,7599000,16.0,512.0,ssd,AMD,Ryzen 5 7520,Ryzen 5
102016440171,"Laptop Lenovo LOQ Essential 15IAX9E B7ID Intel Core i5 12450HX 12GB 512GB RTX 3050 6GB 15.6"" FHD IPS W11+OHS24+M365",10899000,,100.0,Starcomp Semarang,Semarang,10899000,12.0,512.0,ssd,Intel,I5-12450HX,I5
102335832976,LAPTOP ASUS GAMING K16 K3605VC RTX3050 I5 13420H 16GB 512GB W11+OHS 16.0WUXGA,9739000,,100.0,NandaComps,Jakarta Pusat,9739000,16.0,512.0,ssd,Intel,I5-13420H,I5
102389532702,"ASUS ExpertBook P1403CVA S67151WS 3Y I7 13620H 16GB 512/1TB W11 OHS24 M365 14"" FHD BL 3Y Misty Grey Laptop Intel Core i7-13620H 16GB DDR5 512GB M.2 NVMe Windows 11 Home Office Home Student 2021",12000000,,100.0,Agres ID Semarang.,Semarang,12000000,16.0,512.0,ssd,Intel,I7-13620H,I7
102498149411,"Laptop Lenovo V14 G4 IRU 49ID Intel Core i5 1335U 8GB 512GB 14"" FHD IPS W11 / DOS",8699000,,100.0,Starcomp Semarang,Semarang,8699000,8.0,512.0,ssd,Intel,I5-1335U,I5
102143131121,"Laptop Lenovo V14 G4 IRU MRID Intel Core i3 1315U 8GB 512GB 14"" FHD W11",6299000,,100.0,Starcomp Semarang,Semarang,6299000,8.0,512.0,ssd,Intel,I3-1315U,I3
102099331297,"Laptop HP 240R G9 Intel Core i3 1315U 8GB 256GB 14"" FHD W11",6299000,,100.0,Starcomp Semarang,Semarang,6299000,8.0,256.0,ssd,Intel,I3-1315U,I3
100739223834,"Laptop Lenovo LOQ 15IRX9 6PID Intel Core i7 13650HX 12GB 512GB RTX4050 15.6"" FHD IPS W11+OHS24+M365",15899000,,100.0,Starcomp Semarang,Semarang,15899000,12.0,512.0,ssd,Intel,I7-13650HX,I7
102275479987,"Laptop Lenovo LOQ 15IRX9 ASID Intel Core i5 13450HX 16GB 512GB RTX 3050 6GB 15.6"" FHD IPS W11+OHS24+M365",13299000,,100.0,Starcomp Semarang,Semarang,13299000,16.0,512.0,ssd,Intel,I5-13450HX,I5
14518928373,"Laptop HP Victus Gaming 16 R1218TX Intel Core i7 14650HX 16GB 1TB RTX4070 8GB 16.1"" FHD - Blue",25800000,,100.0,Starcomp Semarang,Semarang,25800000,16.0,1024.0,ssd,Intel,I7-14650HX,I7
102184943267,"Laptop Lenovo Legion Pro 5i 54ID Intel Core i9 14900HX 32GB 1TB RTX5060 8GB 16"" WQXGA IPS 240Hz W11+OHS24",28599000,,100.0,Starcomp Semarang,Semarang,28599000,32.0,1024.0,ssd,Intel,I9-14900HX,I9
12850287076,HP LAPTOP PROBOOK 440-G10 [8C416PA] i5-1335U 16GB 512GB W11 PRO,15999000,,100.0,Global Persada System,Jakarta Pusat,15999000,16.0,512.0,ssd,Intel,I5-1335U,I5
14641939549,"Laptop HP Envy X360 14-FC0888TU Intel Core Ultra 7 155U 16GB 1TB 14"" 2.8K OLED W11+OHS21",18899000,,100.0,Starcomp Semarang,Semarang,18899000,16.0,1024.0,ssd,Intel,Core Ultra 7 155U,Ultra 7
1734787476,HP LAPTOP 240-G8 [365K8PA] i5-1035G1 8GB 256GB UMA W10 PRO,14999000,,100.0,Global Persada System,Jakarta Pusat,14999000,8.0,256.0,ssd,Intel,I5-1035G,I5
102250755329,"Laptop Lenovo IdeaPad Slim 3 14IAN8 62ID Intel N100 8GB 512GB 14"" FHD TN W11+OHS24",5299000,,100.0,Starcomp Semarang,Semarang,5299000,8.0,512.0,ssd,Intel,N100,N100
102269516846,"Laptop Lenovo IdeaPad Slim 3 14IAH8 77ID Intel Core i5 12450H 16GB 512GB 14"" FHD IPS W11+OHS21",8699000,,100.0,Starcomp Semarang,Semarang,8699000,16.0,512.0,ssd,Intel,I5-12450H,I5
102275670396,"Laptop Lenovo LOQ 15IRX9 ARID Intel Core i7 13650HX 16GB 512GB RTX 4050 6GB 15.6"" FHD IPS W11+OHS24+M365",16199000,,100.0,Starcomp Semarang,Semarang,16199000,16.0,512.0,ssd,Intel,I7-13650HX,I7
15567961080,"Laptop Lenovo Yoga 7 2-in-1 14IML9 0XID Touch Core Ultra 7 155H 16GB 1TB Intel Arc Graphics 14"" 2.8K OLED Flip Pen",20299000,,100.0,Starcomp Semarang,Semarang,20299000,16.0,1024.0,ssd,Intel,Core Ultra 7 155H,Ultra 7
12014313567,HP Pavilion Aero 13 inch Laptop 13-be1000AU,11900000,,100.0,Graha IT,Surabaya,11900000,8.0,512.0,ssd,Intel,i5-Gen12,I5
100671246136,"Laptop Lenovo Loq 15 I5 13450HX RTX3050 6GB/ 12GB 512GB W11+Ohs 15.6"" Fhd 144Hz 100sRGB",12749000,,100.0,AGRES ID PURWAKARTA,Kab. Purwakarta,12749000,6.0,512.0,ssd,Intel,I5-13450HX,I5
12258232144,SKU UNIVERSAL HP (Laptop 14/14S/Pavilion/Envy/Victus/Omen),32827950,,100.0,Collins Official,Jakarta Pusat,32827950,32.0,1024.0,ssd,Intel,i9-Gen13,I9
14674848732,Laptop HP VICTUS 15 FB2111AX / FB2112AX RYZEN 7 8845HS RTX4060 16GB 512GB W11+OHS 15.6FHD 144HZ,20999000,,100.0,Collins Official,Jakarta Pusat,20999000,16.0,512.0,ssd,AMD,Ryzen 7 8845HS,Ryzen 7
16242024169,"Laptop HP 14s-dq3133tu/14s-dq3134tu/14s-dq3135tu N4500 512GB 14"" Intel UHD W11 OHS",4699000,Rp6.199.000,24.2,Collins Official,Jakarta Pusat,4699000,12.0,512.0,hdd,Intel,N4500,N4500
16130311678,HP Laptop 14 EM0197AU RYZEN 3 7320 8GB 256GB 14.0 FHD W11 OHS,5529000,Rp7.199.000,23.2,Collins Official,Jakarta Pusat,5529000,8.0,256.0,ssd,AMD,Ryzen 3 7320,Ryzen 3
15575864777,"HP Laptop 14-em0332AU/em0333AU Ryzen 3-7320U 512GB 14"" FHD IPS W11 OHS",5799000,Rp7.899.000,26.59,Collins Official,Jakarta Pusat,5799000,12.0,512.0,ssd,AMD,Ryzen 5,Ryzen 5
14674800097,Laptop HP VICTUS 15 FB2555AX / FB2556AX RYZEN 7 8845HS RTX4050 6GB/ 8GB 512GB W11+OHS 15.6FHD 144HZ,15089000,Rp18.499.000,18.43,Collins Official,Jakarta Pusat,15089000,6.0,512.0,ssd,AMD,Ryzen 7 8845HS,Ryzen 7
16107336923,"LAPTOP HP 14-EP0272TU I3 1315U 4GB 256GB Intel UHD 14"" FHD W11 OHS",7199000,,100.0,Collins Official,Jakarta Pusat,7199000,4.0,256.0,ssd,Intel,I3-1315U,I3
102614860460,ASUS ROG STRIX G16 G614PR RYZEN 9 8940HX RTX5070TI 12GB/ 16GB 1TB W11+OHS+M365B 16.0FHD+ 165HZ GREY Laptop Laptop,30999000,,100.0,ARENA IT SOLUTION,Jakarta Pusat,30999000,12.0,1024.0,ssd,AMD,Ryzen 9 8940HX,Ryzen 9
15592092803,HP Laptop 14-em0167AU/14-em0168AU Ryzen 7-7730U 16GB 512GB 14″ FHD IPS W11 OHS,8499000,Rp12.499.000,32.0,Collins Official,Jakarta Pusat,8499000,16.0,512.0,ssd,AMD,Ryzen 5,Ryzen 5
9943764073,"HP Laptop 14-ep1177TU/ep1155TU i5-120U 8GB/16GB 512GB 14"" FHD IPS W11 OHS",8389000,Rp10.599.000,20.85,Collins Official,Jakarta Pusat,8389000,8.0,512.0,ssd,Intel,i5-Gen11,I5
100626984764,"HP Laptop 14-em0332AU/em0333AU Ryzen 3-7320U 512GB 14"" FHD IPS W11 OHS",5599000,,100.0,OMEGANOTEBOOK,Jakarta Pusat,5599000,12.0,512.0,ssd,AMD,Ryzen 5,Ryzen 5
100774348309,"Laptop HP 14 Core I3 1315U 8GB/4GB 512GB  W11+OHS 14.0""FHD",6199000,,100.0,GO LAPTOP JAKARTA,Jakarta Pusat,6199000,8.0,512.0,ssd,Intel,I3-1315U,I3
